entry_id,field_path,old_file,old_line,new_file,new_line,status,reason,strategy
entry-00396,trace[2],src/auto-reply/reply/commands-approve.ts,163,,,needs_human,degenerate_snippet,
entry-00398,entry_point,src/gateway/server-methods/chat.ts,2032,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00398,trace[0],src/gateway/server-methods/chat.ts,2011-2020,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00398,trace[1],src/gateway/server-methods/chat.ts,2173,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00399,entry_point,src/gateway/server-methods/chat.ts,2032,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00399,trace[0],src/gateway/server-methods/chat.ts,2032,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00400,entry_point,src/gateway/server-methods/chat.ts,1452,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00477,entry_point,packages/server/src/routes/public-chatbots/index.ts,8,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00477,critical_operation,packages/server/src/services/chatflows/index.ts,391,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00477,trace[0],packages/server/src/utils/constants.ts,10,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00477,trace[1],packages/server/src/index.ts,221,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00477,trace[2],packages/server/src/index.ts,223,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00477,trace[3],packages/server/src/controllers/chatflows/index.ts,246,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00477,trace[4],packages/server/src/services/chatflows/index.ts,366,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00477,trace[5],packages/server/src/services/chatflows/index.ts,391,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00483,entry_point,server/src/routes/agents.ts,2012,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00483,critical_operation,server/src/services/agents.ts,595,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00483,trace[0],server/src/routes/agents.ts,2013,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00483,trace[1],server/src/routes/agents.ts,2014,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00483,trace[2],server/src/routes/agents.ts,2013,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00483,trace[3],server/src/services/agents.ts,595,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00485,entry_point,server/src/routes/agents.ts,2040,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00485,critical_operation,server/src/services/agents.ts,606,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00485,trace[0],server/src/routes/agents.ts,2041,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00485,trace[1],server/src/routes/agents.ts,2042,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00485,trace[2],server/src/routes/agents.ts,2041,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00485,trace[3],server/src/services/agents.ts,606,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00486,entry_point,server/src/routes/agents.ts,2012,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00486,critical_operation,server/src/services/agents.ts,595,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00486,trace[0],server/src/routes/agents.ts,2013,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00486,trace[1],server/src/routes/agents.ts,2014,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00486,trace[2],server/src/routes/agents.ts,2013,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00486,trace[3],server/src/services/agents.ts,595,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00488,entry_point,server/src/routes/agents.ts,2040,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00488,critical_operation,server/src/services/agents.ts,606,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00488,trace[0],server/src/routes/agents.ts,2041,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00488,trace[1],server/src/routes/agents.ts,2042,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00488,trace[2],server/src/routes/agents.ts,2041,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00488,trace[3],server/src/services/agents.ts,606,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00498,entry_point,src/agents/sandbox/types.ts,38,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00498,trace[0],src/agents/sandbox/config.ts,148,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00498,trace[1],src/agents/sandbox/browser.ts,157,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00498,trace[2],src/agents/sandbox/browser.ts,270,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00498,trace[3],scripts/sandbox-browser-entrypoint.sh,12,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00498,trace[4],scripts/sandbox-browser-entrypoint.sh,178,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00499,entry_point,src/security/audit-extra.sync.ts,848,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00499,critical_operation,src/security/audit-extra.sync.ts,875,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00499,trace[0],src/security/audit-extra.sync.ts,850,,,needs_human,no_unique_match_in_file_or_missing_file,
entry-00499,trace[1],src/security/audit-extra.sync.ts,873,,,needs_human,no_unique_match_in_file_or_missing_file,
