rule,entry_id,field_path,class,old_file,old_line,new_file,new_line,strategy,note
R2b,entry-00412,entry_point,range_expand_same_start,src/gateway/server-node-events.ts,459,src/gateway/server-node-events.ts,459-476,whole_file,idempotent_ok
R2b,entry-00458,critical_operation,range_expand_same_start,src/gateway/server/ws-connection/message-handler.ts,549,src/gateway/server/ws-connection/message-handler.ts,549-557,whole_file,idempotent_ok
R2b,entry-00458,trace[0],range_expand_same_start,src/gateway/server/ws-connection/message-handler.ts,393,src/gateway/server/ws-connection/message-handler.ts,393-394,neighborhood_pm5,idempotent_ok
R2b,entry-00458,trace[1],range_expand_same_start,src/gateway/server/ws-connection/message-handler.ts,466,src/gateway/server/ws-connection/message-handler.ts,466-474,whole_file,idempotent_ok
R2b,entry-00458,trace[2],range_expand_same_start,src/gateway/server/ws-connection/auth-context.ts,151,src/gateway/server/ws-connection/auth-context.ts,151-154,neighborhood_pm5,idempotent_ok
R2b,entry-00458,trace[3],range_expand_same_start,src/gateway/server/ws-connection/message-handler.ts,522,src/gateway/server/ws-connection/message-handler.ts,522-527,neighborhood_pm5,idempotent_ok
R2b,entry-00458,trace[4],range_expand_same_start,src/gateway/server/ws-connection/connect-policy.ts,62,src/gateway/server/ws-connection/connect-policy.ts,62-71,whole_file,idempotent_ok
R2b,entry-00458,trace[5],range_expand_same_start,src/gateway/server/ws-connection/message-handler.ts,535,src/gateway/server/ws-connection/message-handler.ts,535-545,whole_file,idempotent_ok
R2b,entry-00458,trace[6],range_expand_same_start,src/gateway/server/ws-connection/connect-policy.ts,119,src/gateway/server/ws-connection/connect-policy.ts,119-121,neighborhood_pm5,idempotent_ok
R2b,entry-00458,trace[7],range_expand_same_start,src/gateway/role-policy.ts,14,src/gateway/role-policy.ts,14-16,neighborhood_pm5,idempotent_ok
R2b,entry-00458,trace[8],range_expand_same_start,src/gateway/server/ws-connection/message-handler.ts,549,src/gateway/server/ws-connection/message-handler.ts,549-557,whole_file,idempotent_ok
