entry_id,field_path,old_file,old_line,new_file,new_line,status,reason,strategy
entry-00402,trace[3],src/infra/exec-approvals-allowlist.ts,516,src/infra/exec-approvals-allowlist.ts,516-528,fixed,whole_file,whole_file
entry-00402,trace[4],src/infra/exec-approvals-allowlist.ts,454,src/infra/exec-approvals-allowlist.ts,454-468,fixed,whole_file,whole_file
entry-00402,trace[5],src/infra/exec-approvals.ts,525,src/infra/exec-approvals.ts,525-538,fixed,whole_file,whole_file
entry-00403,entry_point,src/node-host/invoke-system-run.ts,619,src/node-host/invoke-system-run.ts,619-621,fixed,neighborhood_pm5,neighborhood_pm5
entry-00403,critical_operation,src/infra/exec-approvals-allowlist.ts,458,src/infra/exec-approvals-allowlist.ts,458-462,fixed,neighborhood_pm5,neighborhood_pm5
entry-00403,trace[0],src/node-host/invoke-system-run.ts,547,src/node-host/invoke-system-run.ts,547-559,fixed,whole_file,whole_file
entry-00403,trace[1],src/node-host/invoke-system-run.ts,559,src/node-host/invoke-system-run.ts,559-564,fixed,neighborhood_pm5,neighborhood_pm5
entry-00403,trace[2],src/infra/exec-approvals-allowlist.ts,567,src/infra/exec-approvals-allowlist.ts,567-578,fixed,whole_file,whole_file
entry-00403,trace[3],src/infra/exec-approvals-allowlist.ts,520,src/infra/exec-approvals-allowlist.ts,520-529,fixed,whole_file,whole_file
entry-00403,trace[4],src/infra/exec-approvals.ts,364,src/infra/exec-approvals.ts,364-368,fixed,neighborhood_pm5,neighborhood_pm5
entry-00404,entry_point,src/agents/bash-tools.exec-host-gateway.ts,77,src/agents/bash-tools.exec-host-gateway.ts,77-81,fixed,neighborhood_pm5,neighborhood_pm5
entry-00404,critical_operation,src/infra/exec-approvals-allowlist.ts,458,src/infra/exec-approvals-allowlist.ts,458-462,fixed,neighborhood_pm5,neighborhood_pm5
entry-00404,trace[0],src/agents/bash-tools.exec-host-gateway.ts,256,src/agents/bash-tools.exec-host-gateway.ts,256-265,fixed,whole_file,whole_file
entry-00404,trace[1],src/agents/bash-tools.exec-host-gateway.ts,265,src/agents/bash-tools.exec-host-gateway.ts,265-270,fixed,neighborhood_pm5,neighborhood_pm5
entry-00404,trace[2],src/infra/exec-approvals-allowlist.ts,567,src/infra/exec-approvals-allowlist.ts,567-579,fixed,whole_file,whole_file
entry-00404,trace[3],src/infra/exec-approvals-allowlist.ts,516,src/infra/exec-approvals-allowlist.ts,516-525,fixed,whole_file,whole_file
entry-00404,trace[4],src/infra/exec-approvals-allowlist.ts,454,src/infra/exec-approvals-allowlist.ts,454-462,fixed,whole_file,whole_file
entry-00404,trace[5],src/infra/exec-approvals.ts,525,src/infra/exec-approvals.ts,525-534,fixed,whole_file,whole_file
entry-00405,entry_point,src/node-host/invoke-system-run.ts,619,src/node-host/invoke-system-run.ts,614-624,fixed,neighborhood_pm5,neighborhood_pm5
entry-00405,critical_operation,src/infra/exec-approvals-allowlist.ts,458,src/infra/exec-approvals-allowlist.ts,453-463,fixed,neighborhood_pm5,neighborhood_pm5
entry-00405,trace[0],src/node-host/invoke-system-run.ts,547,src/node-host/invoke-system-run.ts,542-552,fixed,neighborhood_pm5,neighborhood_pm5
entry-00405,trace[1],src/node-host/invoke-system-run.ts,559,src/node-host/invoke-system-run.ts,554-564,fixed,neighborhood_pm5,neighborhood_pm5
entry-00405,trace[2],src/infra/exec-approvals-allowlist.ts,567,src/infra/exec-approvals-allowlist.ts,562-572,fixed,neighborhood_pm5,neighborhood_pm5
entry-00405,trace[3],src/infra/exec-approvals-allowlist.ts,520,src/infra/exec-approvals-allowlist.ts,515-525,fixed,neighborhood_pm5,neighborhood_pm5
entry-00405,trace[4],src/infra/exec-approvals.ts,364,src/infra/exec-approvals.ts,359-369,fixed,neighborhood_pm5,neighborhood_pm5
entry-00411,critical_operation,src/agents/pi-tools.ts,76,src/agents/pi-tools.ts,76-90,fixed,whole_file,whole_file
entry-00412,entry_point,src/gateway/server-node-events.ts,459,src/gateway/server-node-events.ts,459-476,fixed,whole_file,whole_file
entry-00412,critical_operation,src/auto-reply/reply/session-system-events.ts,109,src/auto-reply/reply/session-system-events.ts,109-111,fixed,neighborhood_pm5,neighborhood_pm5
entry-00458,critical_operation,src/gateway/server/ws-connection/message-handler.ts,549,src/gateway/server/ws-connection/message-handler.ts,549-557,fixed,whole_file,whole_file
entry-00458,trace[0],src/gateway/server/ws-connection/message-handler.ts,393,src/gateway/server/ws-connection/message-handler.ts,393-394,fixed,neighborhood_pm5,neighborhood_pm5
entry-00458,trace[1],src/gateway/server/ws-connection/message-handler.ts,466,src/gateway/server/ws-connection/message-handler.ts,466-474,fixed,whole_file,whole_file
entry-00458,trace[2],src/gateway/server/ws-connection/auth-context.ts,151,src/gateway/server/ws-connection/auth-context.ts,151-154,fixed,neighborhood_pm5,neighborhood_pm5
entry-00458,trace[3],src/gateway/server/ws-connection/message-handler.ts,522,src/gateway/server/ws-connection/message-handler.ts,522-527,fixed,neighborhood_pm5,neighborhood_pm5
entry-00458,trace[4],src/gateway/server/ws-connection/connect-policy.ts,62,src/gateway/server/ws-connection/connect-policy.ts,62-71,fixed,whole_file,whole_file
entry-00458,trace[5],src/gateway/server/ws-connection/message-handler.ts,535,src/gateway/server/ws-connection/message-handler.ts,535-545,fixed,whole_file,whole_file
entry-00458,trace[6],src/gateway/server/ws-connection/connect-policy.ts,119,src/gateway/server/ws-connection/connect-policy.ts,119-121,fixed,neighborhood_pm5,neighborhood_pm5
entry-00458,trace[7],src/gateway/role-policy.ts,14,src/gateway/role-policy.ts,14-16,fixed,neighborhood_pm5,neighborhood_pm5
entry-00458,trace[8],src/gateway/server/ws-connection/message-handler.ts,549,src/gateway/server/ws-connection/message-handler.ts,549-557,fixed,whole_file,whole_file
